review_text,rating,len_char,len_word,tokens_clean,clean_text
FIX CYRENE'S ULT,1,16,3,"['fix', 'cyrene', 'ult']",fix cyrene ult
"The game is good. It makes a good rival for other turn-based RPGs. What it lacks in compelling story/writing, it more than makes up for with stunning visuals. Another issue is the rampant power creep. 9/10 characters that were terrific and lovable are nearly useless just a handful of months later. Still lovable but completely worthless to play with.",3,351,59,"['good', 'make', 'good', 'rival', 'turn', 'base', 'rpgs', 'lack', 'compel', 'story', 'write', 'make', 'stun', 'visuals', 'another', 'issue', 'rampant', 'power', 'creep', 'character', 'terrific', 'lovable', 'nearly', 'useless', 'handful', 'month', 'later', 'still', 'lovable', 'completely', 'worthless']",good make good rival turn base rpgs lack compel story write make stun visuals another issue rampant power creep character terrific lovable nearly useless handful month later still lovable completely worthless
"Powercreep are the most insane and ridiculous on this game, i never seeing any of this kind in all of my gacha games playthrough and you guys just keep doing HP inflation thingy everypatch, yes they buffing and adjusted the old characters,how the results? old dps one they adjusted are still mid and can't compete with recent dps, so its just they greedy marketing department to make it seems better but actually meant nothing, i play this game since first month of it release and i am finally done",1,498,89,"['powercreep', 'insane', 'ridiculous', 'never', 'see', 'kind', 'gacha', 'playthrough', 'guys', 'keep', 'health', 'inflation', 'thingy', 'everypatch', 'yes', 'buff', 'adjust', 'old', 'character', 'result', 'old', 'dps', 'one', 'adjust', 'still', 'mid', 'not', 'compete', 'recent', 'dp', 'greedy', 'marketing', 'department', 'make', 'seem', 'well', 'actually', 'mean', 'nothing', 'since', 'first', 'month', 'release', 'finally', 'do']",powercreep insane ridiculous never see kind gacha playthrough guys keep health inflation thingy everypatch yes buff adjust old character result old dps one adjust still mid not compete recent dp greedy marketing department make seem well actually mean nothing since first month release finally do
"I loved the game since it started and still playing it til now. But the endgame contents are no longer fun from a free-to-play perspective. Even with fully built characters, you can't enjoy any of the rewards (which you need as an F2P player). Banking on a single character is also a downside because of the overall change in the game as it patches on. Very few flexible characters and teams. Really sad how the game turned out. I feel like the community isn't being heard.",1,473,86,"['love', 'since', 'start', 'still', 'til', 'endgame', 'content', 'no', 'longer', 'fun', 'free', 'perspective', 'even', 'fully', 'build', 'character', 'not', 'enjoy', 'reward', 'need', 'free_to_play', 'banking', 'single', 'character', 'also', 'downside', 'overall', 'change', 'patch', 'flexible', 'character', 'team', 'really', 'sad', 'turn', 'feel', 'like', 'community', 'not', 'hear']",love since start still til endgame content no longer fun free perspective even fully build character not enjoy reward need free_to_play banking single character also downside overall change patch flexible character team really sad turn feel like community not hear
fix Cyrene fix Cyrene please fix Cyrene 🙏🏻,1,42,8,"['fix', 'cyrene', 'fix', 'cyrene', 'please', 'fix', 'cyrene']",fix cyrene fix cyrene please fix cyrene
"well i think starting from the next patch, hsr becomes more and more greedy. they are making characters that are so bad but are only better with their eidolons. they want you to spend money at this game just so you could get the optimal use of a character",1,255,49,"['well', 'think', 'start', 'next', 'patch', 'become', 'greedy', 'make', 'character', 'bad', 'good', 'eidolons', 'want', 'spend', 'money', 'could', 'get', 'optimal', 'use', 'character']",well think start next patch become greedy make character bad good eidolons want spend money could get optimal use character
Why do the developers refuse to listen to the players? Why butcher a character kit and have the audacity to use an E6 in livestream to showcase her kit? The true Elation? Her kit and her buff to Mydei. Please fix that. She's one of the most anticipated and loved characters in the story but what you are doing right now is just greed and it sickens me how you hold your players emotionally hostages for this. Show some shame and decency.,3,437,82,"['developer', 'refuse', 'listen', 'butcher', 'character', 'kit', 'audacity', 'use', 'livestream', 'showcase', 'kit', 'true', 'elation', 'kit', 'buff', 'mydei', 'please', 'fix', 'one', 'anticipate', 'love', 'character', 'story', 'right', 'greed', 'sickens', 'hold', 'emotionally', 'hostages', 'show', 'shame', 'decency']",developer refuse listen butcher character kit audacity use livestream showcase kit true elation kit buff mydei please fix one anticipate love character story right greed sickens hold emotionally hostages show shame decency
"From 1.0 to about 2.5 the game was playable without paying a dime. Now due to recent issues, absurd predatory marketing, HP inflation making the game uplayable and forcing us to pull on new banners, and the devs muting their community on reasonable feedback and say that us the fanbase is unreasonable. The higher ups above the lower development team don't care about the player experience. They just want money and it shows. This won't change my rating for now until everything changes.",1,487,83,"['playable', 'without', 'pay', 'dime', 'due', 'recent', 'issue', 'absurd', 'predatory', 'marketing', 'health', 'inflation', 'make', 'uplayable', 'force', 'u', 'pull', 'new', 'banner', 'devs', 'mute', 'community', 'reasonable', 'feedback', 'say', 'u', 'fanbase', 'unreasonable', 'high', 'ups', 'lower', 'development', 'team', 'not', 'care', 'experience', 'want', 'money', 'show', 'not', 'change', 'rating', 'everything', 'change']",playable without pay dime due recent issue absurd predatory marketing health inflation make uplayable force u pull new banner devs mute community reasonable feedback say u fanbase unreasonable high ups lower development team not care experience want money show not change rating everything change
buff cyrene so she is fine on her own as a support PLEASE,1,57,13,"['buff', 'cyrene', 'fine', 'support', 'please']",buff cyrene fine support please
the game was good at first but the storage is insaine and if your ready to spend HOURS in the game and then updates later have all the time you spent mean NOTHING... the good luck go ahead. im still playing it cus....cope....but seriously this game is so speedy and its graphics and designs is good and all but if you want to be f2p....just dont play or quit,1,358,69,"['good', 'first', 'storage', 'insaine', 'ready', 'spend', 'hour', 'update', 'later', 'spent', 'mean', 'nothing', 'good', 'luck', 'go', 'ahead', 'im', 'still', 'cus', 'cope', 'seriously', 'speedy', 'graphic', 'design', 'good', 'want', 'free_to_play', 'not', 'quit']",good first storage insaine ready spend hour update later spent mean nothing good luck go ahead im still cus cope seriously speedy graphic design good want free_to_play not quit
"cyrene needs to be buffed, this is outrageous one of the most anticipated characters ever is mid and only works with specific characters that in some months will be out of the meta , Moreover you need to oay 250 euros to get a cosmetic for her boy, it just screams we want money. i have waited for cyrene for two years since the gsme started as elysia was my favourite character, i even am gonna dye my hair pink for my cyrene pulls, her just being mid is s slap across the face",1,478,94,"['cyrene', 'need', 'buff', 'outrageous', 'one', 'anticipated', 'character', 'ever', 'mid', 'work', 'specific', 'character', 'month', 'meta', 'moreover', 'need', 'oay', 'euros', 'get', 'cosmetic', 'boy', 'scream', 'want', 'money', 'wait', 'cyrene', 'two', 'year', 'since', 'gsme', 'start', 'elysia', 'favourite', 'character', 'even', 'gon', 'na', 'dye', 'hair', 'pink', 'cyrene', 'pull', 'mid', 'slap', 'across', 'face']",cyrene need buff outrageous one anticipated character ever mid work specific character month meta moreover need oay euros get cosmetic boy scream want money wait cyrene two year since gsme start elysia favourite character even gon na dye hair pink cyrene pull mid slap across face
"I had played and loved this game for two years, and it has the worst power creep I've ever seen. I've played a lot of gacha games and this is the worst, you get a character and they're useless in a few months. Don't play this game unless you want to whale every month just to keep up.",2,284,58,"['love', 'two', 'year', 'bad', 'power', 'creep', 'ever', 'see', 'lot', 'gacha', 'worst', 'get', 'character', 'useless', 'month', 'not', 'unless', 'want', 'whale', 'every', 'month', 'keep']",love two year bad power creep ever see lot gacha worst get character useless month not unless want whale every month keep
money grab update💔,1,18,3,"['money', 'grab', 'update']",money grab update
"cyrene is really bad, cmon",1,26,5,"['cyrene', 'really', 'bad', 'cmon']",cyrene really bad cmon
"beautiful visuals, stunning character designs, interesting story, and surprisingly fun gameplay. There's a lot of quality of life things in this game. somehow, it manages to be horrific. insane powercreep, greedy triple banners back to back, everyone needs a premium team and the new character is unusable without three copies of her",1,333,52,"['beautiful', 'visuals', 'stun', 'character', 'design', 'interest', 'story', 'surprisingly', 'fun', 'gameplay', 'lot', 'quality', 'life', 'thing', 'somehow', 'manages', 'horrific', 'insane', 'powercreep', 'greedy', 'triple', 'banner', 'back', 'back', 'everyone', 'need', 'premium', 'team', 'new', 'character', 'unusable', 'without', 'three', 'copy']",beautiful visuals stun character design interest story surprisingly fun gameplay lot quality life thing somehow manages horrific insane powercreep greedy triple banner back back everyone need premium team new character unusable without three copy
hoyo pls buff more to cyrene and fix the ulti issue💔,2,52,11,"['pls', 'buff', 'cyrene', 'fix', 'ulti', 'issue']",pls buff cyrene fix ulti issue
"I've had great experiences/ fun with this game, I really do enjoy it but what makes you think that you can just give us a character and just expect her to sell anyway? I liked Elysia a lot so I thought Cyrene would be great too, now's she just the next zhongli, what do you get out of this? you'll get reported to the Chinese government again. is it really worth it. just buff Cyrene",1,383,75,"['great', 'experience', 'fun', 'really', 'enjoy', 'make', 'think', 'give', 'u', 'character', 'expect', 'sell', 'anyway', 'liked', 'elysia', 'lot', 'think', 'cyrene', 'would', 'great', 'next', 'zhongli', 'get', 'get', 'report', 'chinese', 'government', 'really', 'worth', 'buff', 'cyrene']",great experience fun really enjoy make think give u character expect sell anyway liked elysia lot think cyrene would great next zhongli get get report chinese government really worth buff cyrene
"I love and will still play this game as I grew up playing mainly turn-based jrpgs (final fantasy, secret of mana, persona, etc.); I have been a player since 1.0. But with recent updates and with the insane powercreep, this game lost its reason as to why me, and many others, play this game in the first place. Pulling for characters felt like a chore than something to enjoy-- how I need to constantly update my team in order to reach the endgame content. (Also, justice for cyrene)",2,482,88,"['love', 'still', 'grow', 'mainly', 'turn', 'base', 'jrpgs', 'final', 'fantasy', 'secret', 'mana', 'persona', 'etc', 'since', 'recent', 'update', 'insane', 'powercreep', 'lose', 'reason', 'many', 'others', 'first', 'place', 'pull', 'character', 'felt', 'like', 'chore', 'something', 'enjoy', 'need', 'constantly', 'update', 'team', 'order', 'reach', 'endgame', 'also', 'justice', 'cyrene']",love still grow mainly turn base jrpgs final fantasy secret mana persona etc since recent update insane powercreep lose reason many others first place pull character felt like chore something enjoy need constantly update team order reach endgame also justice cyrene
"I love this game. The story is hype, yet the dialogue is hilarious. The combat is simple yet fun, and the characters are all so diverse and interesting. Yet there's something I can’t hold back: Cyrene. What Hoyo has done with her is EXTREMELY disappointing, and we as a community need to make it clear that we are not cool with this. Maybe it's too late for her, but hopefully, they'll learn from this and avoid taking these decisions with future characters. Please, do better",2,476,85,"['love', 'story', 'hype', 'yet', 'dialogue', 'hilarious', 'combat', 'simple', 'yet', 'fun', 'character', 'diverse', 'interest', 'yet', 'something', 'hold', 'back', 'cyrene', 'do', 'extremely', 'disappointing', 'community', 'need', 'make', 'clear', 'not', 'cool', 'maybe', 'late', 'hopefully', 'learn', 'avoid', 'take', 'decision', 'future', 'character', 'please', 'good']",love story hype yet dialogue hilarious combat simple yet fun character diverse interest yet something hold back cyrene do extremely disappointing community need make clear not cool maybe late hopefully learn avoid take decision future character please good
"ive always loved this game since launch and yes 3.0, .1,.2 had issues with pacing and dialogue bloat and pretty bad character powercreep.... but... this latest patch 3.4 story... I dont even wanna say anything, just go play it..... and also just in general, the characters, world and just environment and vibes are immaculate in this game 🥰🥰",5,341,58,"['ive', 'always', 'love', 'since', 'launch', 'yes', 'issue', 'pace', 'dialogue', 'bloat', 'pretty', 'bad', 'character', 'powercreep', 'late', 'patch', 'story', 'not', 'even', 'wan', 'na', 'say', 'anything', 'go', 'also', 'general', 'character', 'world', 'environment', 'vibe', 'immaculate']",ive always love since launch yes issue pace dialogue bloat pretty bad character powercreep late patch story not even wan na say anything go also general character world environment vibe immaculate
"I'm so disappointed.I left Genshin for HSR because HSR was better in every aspect.A flexible meta,good characters, good 4 stars, flexible mechanics,amazing graphics—everything was amazing.Until greed struck the company 10fold,apparently.The meta is unsustainable.You cannot clear endgame without a character,their E2+LC.Forget about using characters you like,they will become obsolete. You have to pull every version.The HP inflation and worsening meta makes it unplayable.I'll leave and so will many",1,500,67,"['disappointed', 'leave', 'genshin', 'good', 'every', 'aspect', 'flexible', 'meta', 'good', 'character', 'good', 'star', 'flexible', 'mechanic', 'amaze', 'graphic', 'everything', 'amaze', 'greed', 'strike', 'company', 'fold', 'apparently', 'meta', 'unsustainable', 'not', 'clear', 'endgame', 'without', 'character', 'lc', 'forget', 'use', 'character', 'like', 'become', 'obsolete', 'pull', 'every', 'version', 'health', 'inflation', 'worsen', 'meta', 'make', 'unplayable', 'leave', 'many']",disappointed leave genshin good every aspect flexible meta good character good star flexible mechanic amaze graphic everything amaze greed strike company fold apparently meta unsustainable not clear endgame without character lc forget use character like become obsolete pull every version health inflation worsen meta make unplayable leave many
"The powercreep is ridiculous. Full stop. While, yes the rewards are better than older Hoyoverse/MiHoyo games, it is nowhere near enough to consistently pull characters to keep up with Endgame content, not even the meta. Whereas other Hoyo games like Genshin endgame can still be cleared with 1.0 units. The story, music and design otherwise is stunning. As expected from a Hoyo game. If you're not looking for endgame, great game. Although story bosses are also a victim of powercreep.",2,485,80,"['powercreep', 'ridiculous', 'full', 'stop', 'yes', 'reward', 'well', 'old', 'nowhere', 'near', 'enough', 'consistently', 'pull', 'character', 'keep', 'endgame', 'not', 'even', 'meta', 'whereas', 'like', 'genshin', 'endgame', 'still', 'clear', 'unit', 'story', 'music', 'design', 'otherwise', 'stun', 'expect', 'not', 'look', 'endgame', 'great', 'although', 'story', 'boss', 'also', 'victim', 'powercreep']",powercreep ridiculous full stop yes reward well old nowhere near enough consistently pull character keep endgame not even meta whereas like genshin endgame still clear unit story music design otherwise stun expect not look endgame great although story boss also victim powercreep
the game is becoming very greedy and boring a shame it was the only good one from hoyo,1,86,18,"['become', 'greedy', 'boring', 'shame', 'good', 'one']",become greedy boring shame good one
Its ok,3,6,2,['ok'],ok
"""i wouldn't buy the product if the company gonna pull the plug on us""",1,69,14,"['buy', 'product', 'company', 'gon', 'na', 'pull', 'plug', 'u']",buy product company gon na pull plug u
"I love this game but if ya'll are gonna port this game to Chromebook, at least keep the keys function! and plus this is a PC game!! please optimize this game better!",2,165,32,"['love', 'ya', 'gon', 'na', 'port', 'chromebook', 'least', 'keep', 'key', 'function', 'plus', 'pc', 'please', 'optimize', 'good']",love ya gon na port chromebook least keep key function plus pc please optimize good
cyrene is mid. she is just a copy of elysia who is a million times better. I really was excited for her but hoyo fumbled the vag. pls fix her hoyo....,1,150,31,"['cyrene', 'mid', 'copy', 'elysia', 'million', 'time', 'well', 'really', 'excited', 'fumble', 'vag', 'pls', 'fix']",cyrene mid copy elysia million time well really excited fumble vag pls fix
"Let's just be honest, this game fell off I played each game since launch and can confidently say that this is the worst Hoyo game It started out fine, but when HP inflation and Amphoreus came in... it fell off The entire Cyrene situation was the cherry on top This was my personal favorite Hoyo game, but now I dont want to play it and dont recommend anyone else play it either, unless they fix their mistakes Hoyoverse listen to the community for once and dont prioritize the whales",2,483,89,"['let', 'honest', 'fell', 'since', 'launch', 'confidently', 'say', 'worst', 'start', 'fine', 'health', 'inflation', 'amphoreus', 'come', 'fell', 'entire', 'cyrene', 'situation', 'cherry', 'top', 'personal', 'favorite', 'not', 'want', 'not', 'recommend', 'anyone', 'else', 'either', 'unless', 'fix', 'mistake', 'listen', 'community', 'not', 'prioritize', 'whale']",let honest fell since launch confidently say worst start fine health inflation amphoreus come fell entire cyrene situation cherry top personal favorite not want not recommend anyone else either unless fix mistake listen community not prioritize whale
Cyrene kit change when?,1,23,4,"['cyrene', 'kit', 'change']",cyrene kit change
why is 3.7 such a greedy version? Cyrene is so ahhh fix her fix powercreep,1,74,15,"['greedy', 'version', 'cyrene', 'ahhh', 'fix', 'fix', 'powercreep']",greedy version cyrene ahhh fix fix powercreep
"I just love this game not much to say, best way to play a turned based game good characters good story",5,102,21,"['love', 'not', 'much', 'say', 'best', 'way', 'turn', 'base', 'good', 'character', 'good', 'story']",love not much say best way turn base good character good story
Fix cyrene she doesnt deserve it😡,1,33,6,"['fix', 'cyrene', 'not', 'deserve']",fix cyrene not deserve
"Irritating lack of effort on the game's part. Keeps saying ""Login error occurred. Please try again later. Error code 1001_1."" for 6+ times already. Even Genshin has already loaded, so you can't dismiss my internet connection as being at fault here.",1,248,41,"['irritate', 'lack', 'effort', 'part', 'keep', 'say', 'login', 'error', 'occur', 'please', 'try', 'later', 'error', 'code', 'time', 'already', 'even', 'genshin', 'already', 'load', 'not', 'dismiss', 'internet', 'connection', 'fault']",irritate lack effort part keep say login error occur please try later error code time already even genshin already load not dismiss internet connection fault
until the devs fix the gear system to have minimum rolls on stats so you don't have to spend close to a year trying to get more than a single roll into stats you need you can literally play any other game and have more fun. out of all the Hoyo games this is by FAR the worst offender but the devs are so creatively bankrupt they literally have no other content for you to do outside of the same stale weekly content.,1,416,83,"['devs', 'fix', 'gear', 'system', 'minimum', 'roll', 'stats', 'not', 'spend', 'close', 'year', 'try', 'get', 'single', 'roll', 'stats', 'need', 'literally', 'fun', 'far', 'bad', 'offender', 'devs', 'creatively', 'bankrupt', 'literally', 'no', 'outside', 'stale', 'weekly']",devs fix gear system minimum roll stats not spend close year try get single roll stats need literally fun far bad offender devs creatively bankrupt literally no outside stale weekly
Had given 5 stars to it in the past but it seems like it didn't live up to it anymore... Global passive was already a mess and now they even did that greedy ahh act with Cyrene I mean like 300$ for a mere ult animation change?! And it's not even with all the Chrysos heirs just our MC.... Also the ult takes so much time to be used that they had to use E5/E6 cyrene in the live stream... no fix for it in v5 beta as expected. (Billion dollar company BTW),1,454,93,"['give', 'star', 'past', 'seem', 'like', 'not', 'live', 'anymore', 'global', 'passive', 'already', 'mess', 'even', 'greedy', 'ahh', 'act', 'cyrene', 'mean', 'like', 'mere', 'ult', 'animation', 'change', 'not', 'even', 'chrysos', 'heir', 'mc', 'also', 'ult', 'take', 'much', 'use', 'use', 'cyrene', 'live', 'stream', 'no', 'fix', 'beta', 'expect', 'billion', 'dollar', 'company', 'btw']",give star past seem like not live anymore global passive already mess even greedy ahh act cyrene mean like mere ult animation change not even chrysos heir mc also ult take much use use cyrene live stream no fix beta expect billion dollar company btw
ate,5,3,1,['ate'],ate
I love this game!!,5,18,4,['love'],love
yall meed more events and for the love of god buff cyrene also this last moc? the hp inflation is ridiculous my premium 8cost dot team took 3 cycles on 1st half which is ridiculous 2 patches ago i was 0cycling!!! genuinely tone back the hp inflation and BUFF CYRENE,1,265,50,"['yall', 'meed', 'event', 'love', 'god', 'buff', 'cyrene', 'also', 'last', 'moc', 'health', 'inflation', 'ridiculous', 'premium', 'cost', 'dot', 'team', 'take', 'cycle', 'st', 'half', 'ridiculous', 'patch', 'ago', 'cycle', 'genuinely', 'tone', 'back', 'health', 'inflation', 'buff', 'cyrene']",yall meed event love god buff cyrene also last moc health inflation ridiculous premium cost dot team take cycle st half ridiculous patch ago cycle genuinely tone back health inflation buff cyrene
"I really enjoyed playing for almost two years. It's a great game. But the situation with Cyrene really disappointed me. The fact that you need her E2 or premium Castorice team to charge her ultimate faster is insane. And spending-event where you need to spend around 300$ to get her weapon skin... And it makes me sad because I love Cyrene, and the fact that devs treated her so badly and seeing how everyone suggests to skip her is just... I really wanted and expected Cyrene to be must-have.",1,493,89,"['really', 'enjoy', 'almost', 'two', 'year', 'great', 'situation', 'cyrene', 'really', 'disappointed', 'fact', 'need', 'premium', 'castorice', 'team', 'charge', 'ultimate', 'faster', 'insane', 'spending', 'event', 'need', 'spend', 'around', 'get', 'weapon', 'skin', 'make', 'sad', 'love', 'cyrene', 'fact', 'devs', 'treat', 'badly', 'see', 'everyone', 'suggest', 'skip', 'really', 'want', 'expect', 'cyrene', 'must']",really enjoy almost two year great situation cyrene really disappointed fact need premium castorice team charge ultimate faster insane spending event need spend around get weapon skin make sad love cyrene fact devs treat badly see everyone suggest skip really want expect cyrene must
"Genuinely horrendous experience. Play the game for your favorite character, build them, watch them fade into obscurity and obsoletion less than 1 month later, replaced by a newer character. The greed of the developers of this game is so immense that HSR can barely even be called a game. Skippable story, dialogue, and battles, in order to optimise and incentivize spending. The absolute final nail in the coffin is Cyrene, unplayable before 6 copies, with a $300 skin that does nothing.",1,487,81,"['genuinely', 'horrendous', 'experience', 'favorite', 'character', 'build', 'watch', 'fade', 'obscurity', 'obsoletion', 'less', 'month', 'later', 'replace', 'new', 'character', 'greed', 'developer', 'immense', 'barely', 'even', 'call', 'skippable', 'story', 'dialogue', 'battle', 'order', 'optimise', 'incentivize', 'spending', 'absolute', 'final', 'nail', 'coffin', 'cyrene', 'unplayable', 'copy', 'skin', 'nothing']",genuinely horrendous experience favorite character build watch fade obscurity obsoletion less month later replace new character greed developer immense barely even call skippable story dialogue battle order optimise incentivize spending absolute final nail coffin cyrene unplayable copy skin nothing
"this game just becomes more p2w instead of its original f2p, they just became genshin more and more everyday, also increasing enemies health to the point you need new character to even do damage to them but also need the eidolons for the new endgame",1,249,45,"['becomes', 'pay_to_win', 'instead', 'original', 'free_to_play', 'become', 'genshin', 'everyday', 'also', 'increase', 'enemy', 'health', 'point', 'need', 'new', 'character', 'even', 'damage', 'also', 'need', 'eidolons', 'new', 'endgame']",becomes pay_to_win instead original free_to_play become genshin everyday also increase enemy health point need new character even damage also need eidolons new endgame
"crazy amount of pwercreep, and the dev became to greedy with the 300$ skin",1,74,14,"['crazy', 'amount', 'pwercreep', 'dev', 'become', 'greedy', 'skin']",crazy amount pwercreep dev become greedy skin
Buff and fix cyrene☹️,1,21,4,"['buff', 'fix', 'cyrene']",buff fix cyrene
Forget Cyrene. buff Dan Heng! that's right! I'm here for Dan Heng! not the 3.7 Livestream debacle! he's just a slightly better aventurine!....oh wait that's good tho...okay imma change it to 3 stars cuz I love you. BUT STILL BUFF DAN HENG MOAR! (Belligerent Dan Heng Fan Noises),3,278,48,"['forget', 'cyrene', 'buff', 'dan', 'heng', 'right', 'dan', 'heng', 'not', 'livestream', 'debacle', 'slightly', 'well', 'aventurine', 'oh', 'wait', 'good', 'tho', 'okay', 'imma', 'change', 'star', 'cuz', 'love', 'still', 'buff', 'dan', 'heng', 'moar', 'belligerent', 'dan', 'heng', 'fan', 'noise']",forget cyrene buff dan heng right dan heng not livestream debacle slightly well aventurine oh wait good tho okay imma change star cuz love still buff dan heng moar belligerent dan heng fan noise
"A disgusting 3.7 livestream soured my opinion of this company and its game. Overcharging players for a barely-noticeable skin and falsely advertising Cyrene's E6 as E0 is blatant audience manipulation, and I cannot support that or urge others to.",1,246,39,"['disgust', 'livestream', 'sour', 'opinion', 'company', 'overcharge', 'barely', 'noticeable', 'skin', 'falsely', 'advertise', 'cyrene', 'blatant', 'audience', 'manipulation', 'not', 'support', 'urge', 'others']",disgust livestream sour opinion company overcharge barely noticeable skin falsely advertise cyrene blatant audience manipulation not support urge others
cyrene? more like take my 250$ for e2 since she's unplayable at e0 am i right guys??,1,84,17,"['cyrene', 'like', 'take', 'since', 'unplayable', 'right', 'guy']",cyrene like take since unplayable right guy
greedy star rail with 3.7,1,25,5,['greedy'],greedy
powercrept getting bigger and more p2w 🫩,1,40,7,"['powercrept', 'get', 'big', 'pay_to_win']",powercrept get big pay_to_win
"Buff Cyrene, showcasing a E6 character in the livestream is straight up a scam",1,78,14,"['buff', 'cyrene', 'showcasing', 'character', 'livestream', 'straight', 'scam']",buff cyrene showcasing character livestream straight scam
"buff my Cyrene, please.",1,23,4,"['buff', 'cyrene', 'please']",buff cyrene please
this game is fun but i heard theres a lot of powercreeping. I love the events but i think the time limit of events should be shorten(in my opinion i can finsh an event in less than a week). Add more 4 stars so that characters can be obtained( there are no 4 stars in amphoreus..) The graphics are amazing and character designs are excellent. I felt like quests should be shorter and lesser dialogue. I alsp love how generous this game is,4,437,83,"['fun', 'heard', 'theres', 'lot', 'powercreeping', 'love', 'event', 'think', 'limit', 'event', 'shorten', 'opinion', 'finsh', 'event', 'less', 'week', 'add', 'star', 'character', 'obtain', 'no', 'star', 'amphoreus', 'graphic', 'amazing', 'character', 'design', 'excellent', 'felt', 'like', 'quest', 'shorter', 'less', 'dialogue', 'alsp', 'love', 'generous']",fun heard theres lot powercreeping love event think limit event shorten opinion finsh event less week add star character obtain no star amphoreus graphic amazing character design excellent felt like quest shorter less dialogue alsp love generous
Worst game for F2P,1,18,4,"['bad', 'free_to_play']",bad free_to_play
"congratulations, you have fallen off just like genshit and menless zone zero",1,76,12,"['congratulation', 'fall', 'like', 'genshit', 'menless', 'zone', 'zero']",congratulation fall like genshit menless zone zero
This game make me ill. They literally got Hi3 treatment,1,55,10,"['make', 'ill', 'literally', 'get', 'hi', 'treatment']",make ill literally get hi treatment
this is a easy game,5,19,5,['easy'],easy
I think this game is the most generous of hoyoverse titles. feel that is still on the right track and the best in term of comparing all of the turn based rpg games.,5,164,33,"['think', 'generous', 'title', 'feel', 'still', 'right', 'track', 'best', 'term', 'compare', 'turn', 'base', 'rpg']",think generous title feel still right track best term compare turn base rpg
Milking Cyrene that obviously is crazy 💀💀,1,41,7,"['milk', 'cyrene', 'obviously', 'crazy']",milk cyrene obviously crazy
"please just make the game playable so I can enjoy the pretty soundtrack and graphics, lol",1,89,16,"['please', 'make', 'playable', 'enjoy', 'pretty', 'soundtrack', 'graphic', 'lol']",please make playable enjoy pretty soundtrack graphic lol
the powercreep is crazy,3,23,4,"['powercreep', 'crazy']",powercreep crazy
"The game used to be fun, but the powercreep has grown out of control if you aren't willing to spend lots of money to gamble on the gacha. On top of that, having the gall to release a $300+ paid weapon skin is absurd. Uninstalling, and won't be coming back. Don't waste your time, you have better options.",1,304,58,"['use', 'fun', 'powercreep', 'grown', 'control', 'willing', 'spend', 'lot', 'money', 'gamble', 'gacha', 'top', 'gall', 'release', 'pay', 'weapon', 'skin', 'absurd', 'uninstalling', 'not', 'come', 'back', 'not', 'waste', 'well', 'option']",use fun powercreep grown control willing spend lot money gamble gacha top gall release pay weapon skin absurd uninstalling not come back not waste well option
"MAKE CYRENE BETTER FOR F2P, CYRENE IS P2W = TRASH",1,49,10,"['make', 'cyrene', 'well', 'free_to_play', 'cyrene', 'pay_to_win', 'trash']",make cyrene well free_to_play cyrene pay_to_win trash
"I normally don't care about playerbase drama since I just play the game using the characters I like and that's it... but between the nitro-boosted powercreep and the horrid artifact sets with useless stats that plague my inventory, it's gone beyond ridiculous. Such that even a casual auto-battler like me is noticing. Cyrene is the beginning of the end, if not properly addressed. It might be time to cut my losses and leave the game.",2,435,75,"['normally', 'not', 'care', 'playerbase', 'drama', 'since', 'use', 'character', 'like', 'nitro', 'boost', 'powercreep', 'horrid', 'artifact', 'set', 'useless', 'stats', 'plague', 'inventory', 'go', 'beyond', 'ridiculous', 'even', 'casual', 'auto', 'battler', 'like', 'notice', 'cyrene', 'begin', 'end', 'not', 'properly', 'address', 'might', 'cut', 'loss', 'leave']",normally not care playerbase drama since use character like nitro boost powercreep horrid artifact set useless stats plague inventory go beyond ridiculous even casual auto battler like notice cyrene begin end not properly address might cut loss leave
it's going downhill,1,19,3,"['go', 'downhill']",go downhill
Bad Game very p2w just delete the game now,1,42,9,"['bad', 'pay_to_win', 'delete']",bad pay_to_win delete
I love your game. maybe your next game could be a battle Royale in a retro video game. and play story mode or online mode and can I please see more march 7th in more of your games please. :),5,190,40,"['love', 'maybe', 'next', 'could', 'battle', 'royale', 'retro', 'video', 'story', 'mode', 'online', 'mode', 'please', 'see', 'march', 'th', 'please']",love maybe next could battle royale retro video story mode online mode please see march th please
best turn base game,5,19,4,"['best', 'turn', 'base']",best turn base
